,日付,コード,銘柄名,市場・商品区分,33業種コード,33業種区分,17業種コード,17業種区分,規模コード,規模区分
3155,20221230,7515,マルヨシセンター,スタンダード（内国株式）,6100,小売業,14,小売 ,-,-
3156,20221230,7516,コーナン商事,プライム（内国株式）,6100,小売業,14,小売 ,6,TOPIX Small 1
3157,20221230,7518,ネットワンシステムズ,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,4,TOPIX Mid400
3158,20221230,7520,エコス,プライム（内国株式）,6100,小売業,14,小売 ,7,TOPIX Small 2
3159,20221230,7521,ムサシ,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 ,-,-
3160,20221230,7522,ワタミ,プライム（内国株式）,6100,小売業,14,小売 ,7,TOPIX Small 2
3161,20221230,7523,アールビバン,スタンダード（内国株式）,6100,小売業,14,小売 ,-,-
3162,20221230,7524,マルシェ,スタンダード（内国株式）,6100,小売業,14,小売 ,7,TOPIX Small 2
3163,20221230,7525,リックス,プライム（内国株式）,6050,卸売業,13,商社・卸売 ,7,TOPIX Small 2
3164,20221230,7527,システムソフト,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,7,TOPIX Small 2
3165,20221230,7531,清和中央ホールディングス,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 ,-,-
3166,20221230,7532,パン・パシフィック・インターナショナルホールディングス,プライム（内国株式）,6100,小売業,14,小売 ,4,TOPIX Mid400
3167,20221230,7537,丸文,プライム（内国株式）,6050,卸売業,13,商社・卸売 ,7,TOPIX Small 2
3168,20221230,7538,大水,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 ,-,-
3169,20221230,7539,アイナボホールディングス,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 ,-,-
3170,20221230,7544,スリーエフ,スタンダード（内国株式）,6100,小売業,14,小売 ,-,-
3171,20221230,7545,西松屋チェーン,プライム（内国株式）,6100,小売業,14,小売 ,6,TOPIX Small 1
3172,20221230,7550,ゼンショーホールディングス,プライム（内国株式）,6100,小売業,14,小売 ,4,TOPIX Mid400
3173,20221230,7551,ウェッズ,スタンダード（内国株式）,3700,輸送用機器,6,自動車・輸送機 ,-,-
3174,20221230,7552,ハピネット,プライム（内国株式）,6050,卸売業,13,商社・卸売 ,7,TOPIX Small 2
3175,20221230,7554,幸楽苑ホールディングス,プライム（内国株式）,6100,小売業,14,小売 ,7,TOPIX Small 2
3176,20221230,7555,大田花き,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 ,-,-
3177,20221230,7559,ジーエフシー,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 ,-,-
3178,20221230,7561,ハークスレイ,プライム（内国株式）,6100,小売業,14,小売 ,7,TOPIX Small 2
3179,20221230,7562,安楽亭,スタンダード（内国株式）,6100,小売業,14,小売 ,-,-
3180,20221230,7564,ワークマン,スタンダード（内国株式）,6100,小売業,14,小売 ,-,-
3181,20221230,7565,萬世電機,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 ,-,-
3182,20221230,7567,栄電子,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 ,-,-
3183,20221230,7570,橋本総業ホールディングス,プライム（内国株式）,6050,卸売業,13,商社・卸売 ,7,TOPIX Small 2
3184,20221230,7571,ヤマノホールディングス,スタンダード（内国株式）,6100,小売業,14,小売 ,-,-
3185,20221230,7575,日本ライフライン,プライム（内国株式）,6050,卸売業,13,商社・卸売 ,6,TOPIX Small 1
3186,20221230,7578,ニチリョク,スタンダード（内国株式）,6100,小売業,14,小売 ,-,-
3187,20221230,7581,サイゼリヤ,プライム（内国株式）,6100,小売業,14,小売 ,6,TOPIX Small 1
3188,20221230,7585,かんなん丸,スタンダード（内国株式）,6100,小売業,14,小売 ,-,-
3189,20221230,7590,タカショー,プライム（内国株式）,6050,卸売業,13,商社・卸売 ,7,TOPIX Small 2
3190,20221230,7593,ＶＴホールディングス,プライム（内国株式）,6100,小売業,14,小売 ,6,TOPIX Small 1
3191,20221230,7595,アルゴグラフィックス,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,7,TOPIX Small 2
3192,20221230,7596,魚力,プライム（内国株式）,6100,小売業,14,小売 ,7,TOPIX Small 2
3193,20221230,7599,ＩＤＯＭ,プライム（内国株式）,6050,卸売業,13,商社・卸売 ,6,TOPIX Small 1
3194,20221230,7600,日本エム・ディ・エム,プライム（内国株式）,3750,精密機器,9,電機・精密 ,7,TOPIX Small 2
3195,20221230,7601,ポプラ,スタンダード（内国株式）,6100,小売業,14,小売 ,7,TOPIX Small 2
3196,20221230,7602,カーチスホールディングス,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 ,-,-
3197,20221230,7603,マックハウス,スタンダード（内国株式）,6100,小売業,14,小売 ,-,-
3198,20221230,7604,梅の花,スタンダード（内国株式）,6100,小売業,14,小売 ,-,-
3199,20221230,7605,フジ・コーポレーション,プライム（内国株式）,6100,小売業,14,小売 ,7,TOPIX Small 2
3200,20221230,7606,ユナイテッドアローズ,プライム（内国株式）,6100,小売業,14,小売 ,6,TOPIX Small 1
3201,20221230,7607,進和,プライム（内国株式）,6050,卸売業,13,商社・卸売 ,7,TOPIX Small 2
3202,20221230,7608,エスケイジャパン,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 ,7,TOPIX Small 2
3203,20221230,7609,ダイトロン,プライム（内国株式）,6050,卸売業,13,商社・卸売 ,7,TOPIX Small 2
3204,20221230,7610,テイツー,スタンダード（内国株式）,6100,小売業,14,小売 ,-,-
3205,20221230,7611,ハイデイ日高,プライム（内国株式）,6100,小売業,14,小売 ,6,TOPIX Small 1
3206,20221230,7613,シークス,プライム（内国株式）,6050,卸売業,13,商社・卸売 ,6,TOPIX Small 1
3207,20221230,7614,オーエムツーネットワーク,スタンダード（内国株式）,6100,小売業,14,小売 ,-,-
3208,20221230,7615,ＹＵ－ＷＡ　Ｃｒｅａｔｉｏｎ　Ｈｏｌｄｉｎｇｓ,スタンダード（内国株式）,6100,小売業,14,小売 ,7,TOPIX Small 2
3209,20221230,7616,コロワイド,プライム（内国株式）,6100,小売業,14,小売 ,4,TOPIX Mid400
3210,20221230,7618,ピーシーデポコーポレーション,プライム（内国株式）,6100,小売業,14,小売 ,7,TOPIX Small 2
3211,20221230,7619,田中商事,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 ,7,TOPIX Small 2
3212,20221230,7621,うかい,スタンダード（内国株式）,6100,小売業,14,小売 ,-,-
3213,20221230,7623,サンオータス,スタンダード（内国株式）,6100,小売業,14,小売 ,-,-
3214,20221230,7624,ＮａＩＴＯ,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 ,-,-
3215,20221230,7625,グローバルダイニング,スタンダード（内国株式）,6100,小売業,14,小売 ,-,-
3216,20221230,7628,オーハシテクニカ,プライム（内国株式）,6050,卸売業,13,商社・卸売 ,7,TOPIX Small 2
3217,20221230,7630,壱番屋,プライム（内国株式）,6100,小売業,14,小売 ,6,TOPIX Small 1
3218,20221230,7634,星医療酸器,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 ,-,-
3219,20221230,7635,杉田エース,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 ,-,-
3220,20221230,7636,ハンズマン,スタンダード（内国株式）,6100,小売業,14,小売 ,-,-
3221,20221230,7637,白銅,プライム（内国株式）,6050,卸売業,13,商社・卸売 ,7,TOPIX Small 2
3222,20221230,7638,ＮＥＷ　ＡＲＴ　ＨＯＬＤＩＮＧＳ,スタンダード（内国株式）,6100,小売業,14,小売 ,-,-
3223,20221230,7640,トップカルチャー,スタンダード（内国株式）,6100,小売業,14,小売 ,7,TOPIX Small 2
3224,20221230,7643,ダイイチ,スタンダード（内国株式）,6100,小売業,14,小売 ,-,-
3225,20221230,7646,ＰＬＡＮＴ,スタンダード（内国株式）,6100,小売業,14,小売 ,7,TOPIX Small 2
3226,20221230,7647,音通,スタンダード（内国株式）,6100,小売業,14,小売 ,-,-
3227,20221230,7649,スギホールディングス,プライム（内国株式）,6100,小売業,14,小売 ,4,TOPIX Mid400
3228,20221230,7670,オーウエル,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 ,-,-
3229,20221230,7671,ＡｍｉｄＡホールディングス,グロース（内国株式）,6100,小売業,14,小売 ,-,-
3230,20221230,7673,ダイコー通産,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 ,7,TOPIX Small 2
3231,20221230,7674,ＮＡＴＴＹ　ＳＷＡＮＫＹホールディングス,グロース（内国株式）,6100,小売業,14,小売 ,-,-
3232,20221230,7676,グッドスピード,グロース（内国株式）,6100,小売業,14,小売 ,-,-
3233,20221230,7677,ヤシマキザイ,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 ,-,-
3234,20221230,7678,あさくま,スタンダード（内国株式）,6100,小売業,14,小売 ,-,-
3235,20221230,7679,薬王堂ホールディングス,プライム（内国株式）,6100,小売業,14,小売 ,7,TOPIX Small 2
3236,20221230,7680,軽自動車館,PRO Market,6100,小売業,14,小売 ,-,-
3237,20221230,7681,レオクラン,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 ,-,-
3238,20221230,7682,浜木綿,スタンダード（内国株式）,6100,小売業,14,小売 ,-,-
3239,20221230,7683,ダブルエー,グロース（内国株式）,6100,小売業,14,小売 ,-,-
3240,20221230,7685,ＢｕｙＳｅｌｌ　Ｔｅｃｈｎｏｌｏｇｉｅｓ,グロース（内国株式）,6050,卸売業,13,商社・卸売 ,-,-
3241,20221230,7686,カクヤスグループ,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 ,-,-
3242,20221230,7687,ミクリード,グロース（内国株式）,6050,卸売業,13,商社・卸売 ,-,-
3243,20221230,7689,コパ・コーポレーション,グロース（内国株式）,6050,卸売業,13,商社・卸売 ,-,-
3244,20221230,7690,カレント自動車,PRO Market,6050,卸売業,13,商社・卸売 ,-,-
3245,20221230,7691,Ｃ　Ｃｈａｎｎｅｌ,PRO Market,6100,小売業,14,小売 ,-,-
3246,20221230,7692,アースインフィニティ,スタンダード（内国株式）,6100,小売業,14,小売 ,-,-
3247,20221230,7693,北海道歯科産業,PRO Market,6050,卸売業,13,商社・卸売 ,-,-
3248,20221230,7694,いつも,グロース（内国株式）,6100,小売業,14,小売 ,-,-
3249,20221230,7695,交換できるくん,グロース（内国株式）,6100,小売業,14,小売 ,-,-
3250,20221230,7698,アイスコ,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 ,-,-
3251,20221230,7699,オムニ・プラス・システム・リミテッド　ＪＤＲ,グロース（外国株式）,6050,卸売業,13,商社・卸売 ,-,-
3252,20221230,7701,島津製作所,プライム（内国株式）,3750,精密機器,9,電機・精密 ,4,TOPIX Mid400
3253,20221230,7702,ＪＭＳ,プライム（内国株式）,3750,精密機器,9,電機・精密 ,7,TOPIX Small 2
3254,20221230,7705,ジーエルサイエンス,スタンダード（内国株式）,3750,精密機器,9,電機・精密 ,-,-
3255,20221230,7707,プレシジョン・システム・サイエンス,グロース（内国株式）,3750,精密機器,9,電機・精密 ,-,-
3256,20221230,7709,クボテック,スタンダード（内国株式）,3750,精密機器,9,電機・精密 ,7,TOPIX Small 2
3257,20221230,7711,助川電気工業,スタンダード（内国株式）,3750,精密機器,9,電機・精密 ,-,-
3258,20221230,7713,シグマ光機,スタンダード（内国株式）,3750,精密機器,9,電機・精密 ,-,-
3259,20221230,7715,長野計器,プライム（内国株式）,3750,精密機器,9,電機・精密 ,7,TOPIX Small 2
3260,20221230,7716,ナカニシ,スタンダード（内国株式）,3750,精密機器,9,電機・精密 ,-,-
3261,20221230,7717,ブイ・テクノロジー,プライム（内国株式）,3750,精密機器,9,電機・精密 ,6,TOPIX Small 1
3262,20221230,7718,スター精密,プライム（内国株式）,3600,機械,8,機械 ,6,TOPIX Small 1
3263,20221230,7719,東京衡機,スタンダード（内国株式）,3750,精密機器,9,電機・精密 ,-,-
3264,20221230,7721,東京計器,プライム（内国株式）,3750,精密機器,9,電機・精密 ,7,TOPIX Small 2
3265,20221230,7722,国際計測器,スタンダード（内国株式）,3750,精密機器,9,電機・精密 ,-,-
3266,20221230,7723,愛知時計電機,プライム（内国株式）,3750,精密機器,9,電機・精密 ,7,TOPIX Small 2
3267,20221230,7725,インターアクション,プライム（内国株式）,3750,精密機器,9,電機・精密 ,7,TOPIX Small 2
3268,20221230,7726,黒田精工,スタンダード（内国株式）,3600,機械,8,機械 ,-,-
3269,20221230,7727,オーバル,プライム（内国株式）,3750,精密機器,9,電機・精密 ,7,TOPIX Small 2
3270,20221230,7729,東京精密,プライム（内国株式）,3750,精密機器,9,電機・精密 ,6,TOPIX Small 1
3271,20221230,7730,マニー,プライム（内国株式）,3750,精密機器,9,電機・精密 ,4,TOPIX Mid400
3272,20221230,7731,ニコン,プライム（内国株式）,3750,精密機器,9,電機・精密 ,4,TOPIX Mid400
3273,20221230,7732,トプコン,プライム（内国株式）,3750,精密機器,9,電機・精密 ,4,TOPIX Mid400
3274,20221230,7733,オリンパス,プライム（内国株式）,3750,精密機器,9,電機・精密 ,2,TOPIX Large70
3275,20221230,7734,理研計器,プライム（内国株式）,3750,精密機器,9,電機・精密 ,6,TOPIX Small 1
3276,20221230,7735,ＳＣＲＥＥＮホールディングス,プライム（内国株式）,3650,電気機器,9,電機・精密 ,4,TOPIX Mid400
3277,20221230,7739,キヤノン電子,プライム（内国株式）,3650,電気機器,9,電機・精密 ,7,TOPIX Small 2
3278,20221230,7740,タムロン,プライム（内国株式）,3750,精密機器,9,電機・精密 ,6,TOPIX Small 1
3279,20221230,7741,ＨＯＹＡ,プライム（内国株式）,3750,精密機器,9,電機・精密 ,1,TOPIX Core30
3280,20221230,7743,シード,プライム（内国株式）,3750,精密機器,9,電機・精密 ,7,TOPIX Small 2
3281,20221230,7744,ノーリツ鋼機,プライム（内国株式）,3750,精密機器,9,電機・精密 ,6,TOPIX Small 1
3282,20221230,7745,Ａ＆Ｄホロンホールディングス,プライム（内国株式）,3750,精密機器,9,電機・精密 ,7,TOPIX Small 2
3283,20221230,7746,岡本硝子,スタンダード（内国株式）,3750,精密機器,9,電機・精密 ,-,-
3284,20221230,7747,朝日インテック,プライム（内国株式）,3750,精密機器,9,電機・精密 ,4,TOPIX Mid400
3285,20221230,7749,メディキット,スタンダード（内国株式）,3750,精密機器,9,電機・精密 ,-,-
3286,20221230,7751,キヤノン,プライム（内国株式）,3650,電気機器,9,電機・精密 ,2,TOPIX Large70
3287,20221230,7752,リコー,プライム（内国株式）,3650,電気機器,9,電機・精密 ,4,TOPIX Mid400
3288,20221230,7760,ＩＭＶ,スタンダード（内国株式）,3750,精密機器,9,電機・精密 ,-,-
3289,20221230,7762,シチズン時計,プライム（内国株式）,3750,精密機器,9,電機・精密 ,6,TOPIX Small 1
3290,20221230,7769,リズム,プライム（内国株式）,3750,精密機器,9,電機・精密 ,7,TOPIX Small 2
3291,20221230,7771,日本精密,スタンダード（内国株式）,3750,精密機器,9,電機・精密 ,-,-
3292,20221230,7774,ジャパン・ティッシュエンジニアリング,グロース（内国株式）,3750,精密機器,9,電機・精密 ,-,-
3293,20221230,7775,大研医器,プライム（内国株式）,3750,精密機器,9,電機・精密 ,7,TOPIX Small 2
3294,20221230,7776,セルシード,グロース（内国株式）,3750,精密機器,9,電機・精密 ,-,-
3295,20221230,7777,スリー・ディー・マトリックス,グロース（内国株式）,3750,精密機器,9,電機・精密 ,-,-
3296,20221230,7779,ＣＹＢＥＲＤＹＮＥ,グロース（内国株式）,3750,精密機器,9,電機・精密 ,-,-
3297,20221230,7780,メニコン,プライム（内国株式）,3750,精密機器,9,電機・精密 ,4,TOPIX Mid400
3298,20221230,7781,平山ホールディングス,スタンダード（内国株式）,3750,精密機器,9,電機・精密 ,-,-
3299,20221230,7782,シンシア,スタンダード（内国株式）,3750,精密機器,9,電機・精密 ,7,TOPIX Small 2
3300,20221230,7790,バルコス,PRO Market,3800,その他製品,10,情報通信・サービスその他 ,-,-
3301,20221230,7791,ドリームベッド,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他 ,-,-
3302,20221230,7792,コラントッテ,グロース（内国株式）,3800,その他製品,10,情報通信・サービスその他 ,-,-
3303,20221230,7793,イメージ・マジック,グロース（内国株式）,3800,その他製品,10,情報通信・サービスその他 ,-,-
3304,20221230,7794,イーディーピー,グロース（内国株式）,3800,その他製品,10,情報通信・サービスその他 ,-,-
3305,20221230,7795,ＫＹＯＲＩＴＳＵ,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他 ,7,TOPIX Small 2
3306,20221230,7800,アミファ,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他 ,-,-
3307,20221230,7803,ブシロード,グロース（内国株式）,3800,その他製品,10,情報通信・サービスその他 ,-,-
3308,20221230,7804,ビーアンドピー,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他 ,-,-
3309,20221230,7805,プリントネット,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他 ,-,-
3310,20221230,7806,ＭＴＧ,グロース（内国株式）,3800,その他製品,10,情報通信・サービスその他 ,-,-
3311,20221230,7807,幸和製作所,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他 ,-,-
3312,20221230,7808,シー・エス・ランバー,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他 ,-,-
3313,20221230,7809,壽屋,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他 ,-,-
3314,20221230,7810,クロスフォー,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他 ,-,-
3315,20221230,7811,中本パックス,プライム（内国株式）,3800,その他製品,10,情報通信・サービスその他 ,7,TOPIX Small 2
3316,20221230,7812,クレステック,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他 ,-,-
3317,20221230,7813,プラッツ,グロース（内国株式）,3800,その他製品,10,情報通信・サービスその他 ,-,-
3318,20221230,7814,日本創発グループ,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他 ,-,-
3319,20221230,7815,東京ボード工業,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他 ,-,-
3320,20221230,7816,スノーピーク,プライム（内国株式）,3800,その他製品,10,情報通信・サービスその他 ,6,TOPIX Small 1
3321,20221230,7817,パラマウントベッドホールディングス,プライム（内国株式）,3800,その他製品,10,情報通信・サービスその他 ,6,TOPIX Small 1
3322,20221230,7818,トランザクション,プライム（内国株式）,3800,その他製品,10,情報通信・サービスその他 ,7,TOPIX Small 2
3323,20221230,7819,粧美堂,プライム（内国株式）,3800,その他製品,10,情報通信・サービスその他 ,7,TOPIX Small 2
3324,20221230,7820,ニホンフラッシュ,プライム（内国株式）,3800,その他製品,10,情報通信・サービスその他 ,7,TOPIX Small 2
3325,20221230,7821,前田工繊,プライム（内国株式）,3800,その他製品,10,情報通信・サービスその他 ,6,TOPIX Small 1
3326,20221230,7822,永大産業,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他 ,7,TOPIX Small 2
3327,20221230,7823,アートネイチャー,プライム（内国株式）,3800,その他製品,10,情報通信・サービスその他 ,7,TOPIX Small 2
3328,20221230,7826,フルヤ金属,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他 ,-,-
3329,20221230,7827,オービス,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他 ,-,-
3330,20221230,7829,サマンサタバサジャパンリミテッド,グロース（内国株式）,3800,その他製品,10,情報通信・サービスその他 ,-,-
3331,20221230,7831,ウイルコホールディングス,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他 ,-,-
3332,20221230,7832,バンダイナムコホールディングス,プライム（内国株式）,3800,その他製品,10,情報通信・サービスその他 ,2,TOPIX Large70
3333,20221230,7833,アイフィスジャパン,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他 ,7,TOPIX Small 2
3334,20221230,7836,アビックス,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他 ,-,-
3335,20221230,7837,アールシーコア,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他 ,-,-
3336,20221230,7839,ＳＨＯＥＩ,プライム（内国株式）,3800,その他製品,10,情報通信・サービスその他 ,6,TOPIX Small 1
3337,20221230,7840,フランスベッドホールディングス,プライム（内国株式）,3800,その他製品,10,情報通信・サービスその他 ,7,TOPIX Small 2
3338,20221230,7841,遠藤製作所,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他 ,-,-
3339,20221230,7844,マーベラス,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,7,TOPIX Small 2
3340,20221230,7846,パイロットコーポレーション,プライム（内国株式）,3800,その他製品,10,情報通信・サービスその他 ,4,TOPIX Mid400
3341,20221230,7847,グラファイトデザイン,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他 ,-,-
3342,20221230,7849,スターツ出版,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
3343,20221230,7850,総合商研,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他 ,-,-
3344,20221230,7851,カワセコンピュータサプライ,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他 ,-,-
3345,20221230,7856,萩原工業,プライム（内国株式）,3800,その他製品,10,情報通信・サービスその他 ,7,TOPIX Small 2
3346,20221230,7857,セキ,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他 ,-,-
3347,20221230,7859,アルメディオ,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他 ,-,-
3348,20221230,7860,エイベックス,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,6,TOPIX Small 1
3349,20221230,7863,平賀,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他 ,-,-
3350,20221230,7864,フジシールインターナショナル,プライム（内国株式）,3800,その他製品,10,情報通信・サービスその他 ,6,TOPIX Small 1
3351,20221230,7865,ピープル,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他 ,-,-
3352,20221230,7867,タカラトミー,プライム（内国株式）,3800,その他製品,10,情報通信・サービスその他 ,6,TOPIX Small 1
3353,20221230,7868,広済堂ホールディングス,プライム（内国株式）,3800,その他製品,10,情報通信・サービスその他 ,7,TOPIX Small 2
3354,20221230,7871,フクビ化学工業,スタンダード（内国株式）,3200,化学,4,素材・化学 ,-,-
3355,20221230,7872,エステールホールディングス,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他 ,7,TOPIX Small 2
3356,20221230,7874,レック,プライム（内国株式）,3200,化学,4,素材・化学 ,7,TOPIX Small 2
3357,20221230,7875,竹田印刷,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他 ,-,-
3358,20221230,7877,永大化工,スタンダード（内国株式）,3200,化学,4,素材・化学 ,-,-
3359,20221230,7878,光・彩,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他 ,-,-
3360,20221230,7879,ノダ,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他 ,-,-
3361,20221230,7883,サンメッセ,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他 ,-,-
3362,20221230,7885,タカノ,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他 ,7,TOPIX Small 2
3363,20221230,7886,ヤマト・インダストリー,スタンダード（内国株式）,3200,化学,4,素材・化学 ,-,-
3364,20221230,7887,南海プライウッド,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他 ,-,-
3365,20221230,7888,三光合成,プライム（内国株式）,3200,化学,4,素材・化学 ,7,TOPIX Small 2
3366,20221230,7893,プロネクサス,プライム（内国株式）,3800,その他製品,10,情報通信・サービスその他 ,7,TOPIX Small 2
3367,20221230,7895,中央化学,スタンダード（内国株式）,3200,化学,4,素材・化学 ,-,-
3368,20221230,7896,セブン工業,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他 ,-,-
3369,20221230,7897,ホクシン,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他 ,7,TOPIX Small 2
3370,20221230,7898,ウッドワン,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他 ,7,TOPIX Small 2
3371,20221230,7899,ＭＩＣＳ化学,スタンダード（内国株式）,3200,化学,4,素材・化学 ,-,-
3372,20221230,7901,マツモト,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他 ,-,-
3373,20221230,7902,ソノコム,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他 ,-,-
3374,20221230,7905,大建工業,プライム（内国株式）,3800,その他製品,10,情報通信・サービスその他 ,7,TOPIX Small 2
3375,20221230,7906,ヨネックス,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他 ,-,-
3376,20221230,7908,きもと,スタンダード（内国株式）,3200,化学,4,素材・化学 ,7,TOPIX Small 2
3377,20221230,7911,凸版印刷,プライム（内国株式）,3800,その他製品,10,情報通信・サービスその他 ,4,TOPIX Mid400
3378,20221230,7912,大日本印刷,プライム（内国株式）,3800,その他製品,10,情報通信・サービスその他 ,4,TOPIX Mid400
3379,20221230,7914,共同印刷,プライム（内国株式）,3800,その他製品,10,情報通信・サービスその他 ,7,TOPIX Small 2
3380,20221230,7915,ＮＩＳＳＨＡ,プライム（内国株式）,3800,その他製品,10,情報通信・サービスその他 ,6,TOPIX Small 1
3381,20221230,7916,光村印刷,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他 ,7,TOPIX Small 2
3382,20221230,7917,藤森工業,プライム（内国株式）,3200,化学,4,素材・化学 ,7,TOPIX Small 2
3383,20221230,7918,ヴィア・ホールディングス,プライム（内国株式）,6100,小売業,14,小売 ,7,TOPIX Small 2
3384,20221230,7919,野崎印刷紙業,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他 ,-,-
3385,20221230,7921,ＴＡＫＡＲＡ　＆　ＣＯＭＰＡＮＹ,プライム（内国株式）,3800,その他製品,10,情報通信・サービスその他 ,7,TOPIX Small 2
3386,20221230,7922,三光産業,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他 ,-,-
3387,20221230,7923,トーイン,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他 ,-,-
3388,20221230,7925,前澤化成工業,プライム（内国株式）,3200,化学,4,素材・化学 ,7,TOPIX Small 2
3389,20221230,7927,ムトー精工,スタンダード（内国株式）,3200,化学,4,素材・化学 ,-,-
3390,20221230,7928,旭化学工業,スタンダード（内国株式）,3200,化学,4,素材・化学 ,-,-
3391,20221230,7931,未来工業,プライム（内国株式）,3200,化学,4,素材・化学 ,7,TOPIX Small 2
3392,20221230,7932,ニッピ,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他 ,-,-
3393,20221230,7936,アシックス,プライム（内国株式）,3800,その他製品,10,情報通信・サービスその他 ,4,TOPIX Mid400
3394,20221230,7937,ツツミ,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他 ,7,TOPIX Small 2
3395,20221230,7938,リーガルコーポレーション,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他 ,-,-
3396,20221230,7939,研創,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他 ,-,-
3397,20221230,7940,ウェーブロックホールディングス,スタンダード（内国株式）,3200,化学,4,素材・化学 ,7,TOPIX Small 2
3398,20221230,7942,ＪＳＰ,プライム（内国株式）,3200,化学,4,素材・化学 ,7,TOPIX Small 2
3399,20221230,7943,ニチハ,プライム（内国株式）,3400,ガラス・土石製品,3,建設・資材 ,6,TOPIX Small 1
3400,20221230,7944,ローランド,プライム（内国株式）,3800,その他製品,10,情報通信・サービスその他 ,6,TOPIX Small 1
3401,20221230,7946,光陽社,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他 ,-,-
